Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
ANTI,NA,,ANTI-0175,Grassland,2017,6/28/2017,6:37,6:47,Justin Hill,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0175,Grassland,2017,6/28/2017,6:37,6:47,Justin Hill,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0175,Grassland,2017,6/28/2017,6:37,6:47,Justin Hill,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Blue Grosbeak,Guiraca caerulea,179145,94251,BLGR,FALSE,TRUE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0175,Grassland,2017,6/28/2017,6:37,6:47,Justin Hill,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0175,Grassland,2017,6/28/2017,6:37,6:47,Justin Hill,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Yellow-breasted Chat,Icteria virens,178964,92730,YBCH,FALSE,FALSE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0175,Grassland,2017,6/28/2017,6:37,6:47,Justin Hill,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0175,Grassland,2017,6/28/2017,6:37,6:47,Justin Hill,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Male,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0175,Grassland,2017,6/28/2017,6:37,6:47,Justin Hill,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,179034,93601,EAME,FALSE,FALSE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,American Kestrel,Falco sparverius,175622,82543,AMKE,FALSE,FALSE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Brown Thrasher,Toxostoma rufum,178627,89979,BRTH,FALSE,TRUE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0191,Grassland,2017,6/28/2017,6:11,6:21,Justin Hill,2,5 - 7.5 min,Calling,,TRUE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,12,86,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0142,Grassland,2017,7/17/2017,7:28,7:38,Justin Hill,3,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,24,82,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0142,Grassland,2017,7/17/2017,7:28,7:38,Justin Hill,3,0-2.5 min,Visualization,<= 50 Meters,FALSE,Male,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,24,82,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0142,Grassland,2017,7/17/2017,7:28,7:38,Justin Hill,3,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,24,82,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0142,Grassland,2017,7/17/2017,7:28,7:38,Justin Hill,3,0-2.5 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,24,82,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0142,Grassland,2017,7/17/2017,7:28,7:38,Justin Hill,3,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Eastern Meadowlark,Sturnella magna,179034,93601,EAME,FALSE,FALSE,24,82,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0142,Grassland,2017,7/17/2017,7:28,7:38,Justin Hill,3,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,24,82,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0142,Grassland,2017,7/17/2017,7:28,7:38,Justin Hill,3,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,24,82,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0142,Grassland,2017,7/17/2017,7:28,7:38,Justin Hill,3,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,24,82,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0142,Grassland,2017,7/17/2017,7:28,7:38,Justin Hill,3,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,178620,88394,NOMO,FALSE,FALSE,24,82,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0142,Grassland,2017,7/17/2017,7:28,7:38,Justin Hill,3,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,24,82,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Grosbeak,Guiraca caerulea,179145,94251,BLGR,FALSE,TRUE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0116,Grassland,2017,7/14/2017,9:23,9:33,Justin Hill,3,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,29,75,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,Undetermined,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,177831,89102,YBCU,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Kingbird,Tyrannus tyrannus,178279,85757,EAKI,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,7.5 - 10 min,Visualization,50 - 100 Meters,FALSE,Male,Baltimore Oriole,Icterus galbula,179083,93655,BAOR,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Warbling Vireo,Vireo gilvus,179023,93589,WAVI,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Female,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Male,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Warbling Vireo,Vireo gilvus,179023,93589,WAVI,FALSE,FALSE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,,ANTI-0119,Grassland,2017,6/28/2017,9:15,9:25,Ryan Trenkamp,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,24,59,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,5 - 7.5 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Red-tailed Hawk,Buteo jamaicensis,175350,79563,RTHA,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,179034,93601,EAME,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Northern Mockingbird,Mimus polyglottos,178620,88394,NOMO,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0137,Grassland,2017,6/28/2017,5:17,5:27,Ryan Trenkamp,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,12,66,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
ANTI,NA,,ANTI-0108,Grassland,2017,6/27/2017,6:03,6:13,Ryan Trenkamp,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,FALSE,FALSE,15,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,,ANTI-0108,Grassland,2017,6/27/2017,6:03,6:13,Ryan Trenkamp,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,15,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
